"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRT","CPI","TOT","IDX2015","Q","1996-Q4",66.87305,
"PRT","CPI","TOT","IDX2015","Q","1997-Q1",67.44728,
"PRT","CPI","TOT","IDX2015","Q","1997-Q2",67.86725,
"PRT","CPI","TOT","IDX2015","Q","1997-Q3",68.10643,
"PRT","CPI","TOT","IDX2015","Q","1997-Q4",68.38376,
"PRT","CPI","TOT","IDX2015","Q","1998-Q1",68.71516,
"PRT","CPI","TOT","IDX2015","Q","1998-Q2",69.6377,
"PRT","CPI","TOT","IDX2015","Q","1998-Q3",69.96677,
"PRT","CPI","TOT","IDX2015","Q","1998-Q4",70.47797,
"PRT","CPI","TOT","IDX2015","Q","1999-Q1",70.64184,
"PRT","CPI","TOT","IDX2015","Q","1999-Q2",71.3942,
"PRT","CPI","TOT","IDX2015","Q","1999-Q3",71.39984,
"PRT","CPI","TOT","IDX2015","Q","1999-Q4",71.88583,
"PRT","CPI","TOT","IDX2015","Q","2000-Q1",71.92961,
"PRT","CPI","TOT","IDX2015","Q","2000-Q2",73.18156,
"PRT","CPI","TOT","IDX2015","Q","2000-Q3",73.80123,
"PRT","CPI","TOT","IDX2015","Q","2000-Q4",74.54961,
"PRT","CPI","TOT","IDX2015","Q","2001-Q1",75.37728,
"PRT","CPI","TOT","IDX2015","Q","2001-Q2",76.54597,
"PRT","CPI","TOT","IDX2015","Q","2001-Q3",76.87006,
"PRT","CPI","TOT","IDX2015","Q","2001-Q4",77.49272,
"PRT","CPI","TOT","IDX2015","Q","2002-Q1",77.9117,
"PRT","CPI","TOT","IDX2015","Q","2002-Q2",79.15601,
"PRT","CPI","TOT","IDX2015","Q","2002-Q3",79.65958,
"PRT","CPI","TOT","IDX2015","Q","2002-Q4",80.5861,
"PRT","CPI","TOT","IDX2015","Q","2003-Q1",80.98384,
"PRT","CPI","TOT","IDX2015","Q","2003-Q2",81.94553,
"PRT","CPI","TOT","IDX2015","Q","2003-Q3",81.93359,
"PRT","CPI","TOT","IDX2015","Q","2003-Q4",82.66472,
"PRT","CPI","TOT","IDX2015","Q","2004-Q1",82.75793,
"PRT","CPI","TOT","IDX2015","Q","2004-Q2",83.97538,
"PRT","CPI","TOT","IDX2015","Q","2004-Q3",83.90704,
"PRT","CPI","TOT","IDX2015","Q","2004-Q4",84.63453,
"PRT","CPI","TOT","IDX2015","Q","2005-Q1",84.51909,
"PRT","CPI","TOT","IDX2015","Q","2005-Q2",85.51958,
"PRT","CPI","TOT","IDX2015","Q","2005-Q3",86.02779,
"PRT","CPI","TOT","IDX2015","Q","2005-Q4",86.84319,
"PRT","CPI","TOT","IDX2015","Q","2006-Q1",87.21307,
"PRT","CPI","TOT","IDX2015","Q","2006-Q2",88.69788,
"PRT","CPI","TOT","IDX2015","Q","2006-Q3",88.62292,
"PRT","CPI","TOT","IDX2015","Q","2006-Q4",89.03227,
"PRT","CPI","TOT","IDX2015","Q","2007-Q1",89.32021,
"PRT","CPI","TOT","IDX2015","Q","2007-Q2",90.95132,
"PRT","CPI","TOT","IDX2015","Q","2007-Q3",90.55026,
"PRT","CPI","TOT","IDX2015","Q","2007-Q4",91.42072,
"PRT","CPI","TOT","IDX2015","Q","2008-Q1",91.93723,
"PRT","CPI","TOT","IDX2015","Q","2008-Q2",93.56204,
"PRT","CPI","TOT","IDX2015","Q","2008-Q3",93.31722,
"PRT","CPI","TOT","IDX2015","Q","2008-Q4",92.80271,
"PRT","CPI","TOT","IDX2015","Q","2009-Q1",91.92694,
"PRT","CPI","TOT","IDX2015","Q","2009-Q2",92.52969,
"PRT","CPI","TOT","IDX2015","Q","2009-Q3",91.90538,
"PRT","CPI","TOT","IDX2015","Q","2009-Q4",92.15219,
"PRT","CPI","TOT","IDX2015","Q","2010-Q1",92.19896,
"PRT","CPI","TOT","IDX2015","Q","2010-Q2",93.44162,
"PRT","CPI","TOT","IDX2015","Q","2010-Q3",93.69407,
"PRT","CPI","TOT","IDX2015","Q","2010-Q4",94.34824,
"PRT","CPI","TOT","IDX2015","Q","2011-Q1",95.639,
"PRT","CPI","TOT","IDX2015","Q","2011-Q2",96.95663,
"PRT","CPI","TOT","IDX2015","Q","2011-Q3",96.69656,
"PRT","CPI","TOT","IDX2015","Q","2011-Q4",98.04138,
"PRT","CPI","TOT","IDX2015","Q","2012-Q1",98.9082,
"PRT","CPI","TOT","IDX2015","Q","2012-Q2",99.67548,
"PRT","CPI","TOT","IDX2015","Q","2012-Q3",99.50962,
"PRT","CPI","TOT","IDX2015","Q","2012-Q4",99.98234,
"PRT","CPI","TOT","IDX2015","Q","2013-Q1",99.10789,
"PRT","CPI","TOT","IDX2015","Q","2013-Q2",100.2962,
"PRT","CPI","TOT","IDX2015","Q","2013-Q3",99.84998,
"PRT","CPI","TOT","IDX2015","Q","2013-Q4",99.914,
"PRT","CPI","TOT","IDX2015","Q","2014-Q1",98.97786,
"PRT","CPI","TOT","IDX2015","Q","2014-Q2",99.9621,
"PRT","CPI","TOT","IDX2015","Q","2014-Q3",99.31522,
"PRT","CPI","TOT","IDX2015","Q","2014-Q4",99.80254,
"PRT","CPI","TOT","IDX2015","Q","2015-Q1",98.88364,
"PRT","CPI","TOT","IDX2015","Q","2015-Q2",100.68,
"PRT","CPI","TOT","IDX2015","Q","2015-Q3",100.0769,
"PRT","CPI","TOT","IDX2015","Q","2015-Q4",100.3595,
"PRT","CPI","TOT","IDX2015","Q","2016-Q1",99.42171,
"PRT","CPI","TOT","IDX2015","Q","2016-Q2",101.1344,
"PRT","CPI","TOT","IDX2015","Q","2016-Q3",100.732,
"PRT","CPI","TOT","IDX2015","Q","2016-Q4",101.1414,
"PRT","CPI","TOT","IDX2015","Q","2017-Q1",100.8309,
"PRT","CPI","TOT","IDX2015","Q","2017-Q2",102.596,
"PRT","CPI","TOT","IDX2015","Q","2017-Q3",101.8831,
"PRT","CPI","TOT","IDX2015","Q","2017-Q4",102.6272,
"PRT","CPI","TOT","IDX2015","Q","2018-Q1",101.6028,
"PRT","CPI","TOT","IDX2015","Q","2018-Q2",103.6058,
"PRT","CPI","TOT","IDX2015","Q","2018-Q3",103.3063,
"SVK","CPI","TOT","IDX2015","Q","1991-Q1",22.00946,
"SVK","CPI","TOT","IDX2015","Q","1991-Q2",24.11436,
"SVK","CPI","TOT","IDX2015","Q","1991-Q3",24.77859,
"SVK","CPI","TOT","IDX2015","Q","1991-Q4",25.17803,
"SVK","CPI","TOT","IDX2015","Q","1992-Q1",25.8647,
"SVK","CPI","TOT","IDX2015","Q","1992-Q2",25.90958,
"SVK","CPI","TOT","IDX2015","Q","1992-Q3",26.25965,
"SVK","CPI","TOT","IDX2015","Q","1992-Q4",27.55222,
"SVK","CPI","TOT","IDX2015","Q","1993-Q1",30.82324,
"SVK","CPI","TOT","IDX2015","Q","1993-Q2",31.7225,
"SVK","CPI","TOT","IDX2015","Q","1993-Q3",33.00928,
"SVK","CPI","TOT","IDX2015","Q","1993-Q4",34.61901,
"SVK","CPI","TOT","IDX2015","Q","1994-Q1",35.58783,
"SVK","CPI","TOT","IDX2015","Q","1994-Q2",36.13434,
"SVK","CPI","TOT","IDX2015","Q","1994-Q3",37.21246,
"SVK","CPI","TOT","IDX2015","Q","1994-Q4",38.70294,
"SVK","CPI","TOT","IDX2015","Q","1995-Q1",39.65096,
"SVK","CPI","TOT","IDX2015","Q","1995-Q2",40.06849,
"SVK","CPI","TOT","IDX2015","Q","1995-Q3",40.83395,
"SVK","CPI","TOT","IDX2015","Q","1995-Q4",41.61333,
"SVK","CPI","TOT","IDX2015","Q","1996-Q1",42.12827,
"SVK","CPI","TOT","IDX2015","Q","1996-Q2",42.51796,
"SVK","CPI","TOT","IDX2015","Q","1996-Q3",43.04683,
"SVK","CPI","TOT","IDX2015","Q","1996-Q4",43.84013,
"SVK","CPI","TOT","IDX2015","Q","1997-Q1",44.66126,
"SVK","CPI","TOT","IDX2015","Q","1997-Q2",45.20404,
"SVK","CPI","TOT","IDX2015","Q","1997-Q3",45.66332,
"SVK","CPI","TOT","IDX2015","Q","1997-Q4",46.54012,
"SVK","CPI","TOT","IDX2015","Q","1998-Q1",47.94579,
"SVK","CPI","TOT","IDX2015","Q","1998-Q2",48.51641,
"SVK","CPI","TOT","IDX2015","Q","1998-Q3",48.46074,
"SVK","CPI","TOT","IDX2015","Q","1998-Q4",49.28187,
"SVK","CPI","TOT","IDX2015","Q","1999-Q1",51.24424,
"SVK","CPI","TOT","IDX2015","Q","1999-Q2",51.89836,
"SVK","CPI","TOT","IDX2015","Q","1999-Q3",55.37774,
"SVK","CPI","TOT","IDX2015","Q","1999-Q4",56.21278,
"SVK","CPI","TOT","IDX2015","Q","2000-Q1",59.20505,
"SVK","CPI","TOT","IDX2015","Q","2000-Q2",60.09577,
"SVK","CPI","TOT","IDX2015","Q","2000-Q3",60.2767,
"SVK","CPI","TOT","IDX2015","Q","2000-Q4",61.0004,
"SVK","CPI","TOT","IDX2015","Q","2001-Q1",63.43597,
"SVK","CPI","TOT","IDX2015","Q","2001-Q2",64.74422,
"SVK","CPI","TOT","IDX2015","Q","2001-Q3",64.95297,
"SVK","CPI","TOT","IDX2015","Q","2001-Q4",65.07823,
"SVK","CPI","TOT","IDX2015","Q","2002-Q1",66.19424,
"SVK","CPI","TOT","IDX2015","Q","2002-Q2",66.5613,
"SVK","CPI","TOT","IDX2015","Q","2002-Q3",66.5613,
"SVK","CPI","TOT","IDX2015","Q","2002-Q4",66.96915,
"SVK","CPI","TOT","IDX2015","Q","2003-Q1",71.2312,
"SVK","CPI","TOT","IDX2015","Q","2003-Q2",71.84298,
"SVK","CPI","TOT","IDX2015","Q","2003-Q3",72.63829,
"SVK","CPI","TOT","IDX2015","Q","2003-Q4",73.35203,
"SVK","CPI","TOT","IDX2015","Q","2004-Q1",77.16544,
"SVK","CPI","TOT","IDX2015","Q","2004-Q2",77.69564,
"SVK","CPI","TOT","IDX2015","Q","2004-Q3",78.04231,
"SVK","CPI","TOT","IDX2015","Q","2004-Q4",77.98114,
"SVK","CPI","TOT","IDX2015","Q","2005-Q1",79.30666,
"SVK","CPI","TOT","IDX2015","Q","2005-Q2",79.65333,
"SVK","CPI","TOT","IDX2015","Q","2005-Q3",79.67372,
"SVK","CPI","TOT","IDX2015","Q","2005-Q4",80.67295,
"SVK","CPI","TOT","IDX2015","Q","2006-Q1",82.7326,
"SVK","CPI","TOT","IDX2015","Q","2006-Q2",83.34438,
"SVK","CPI","TOT","IDX2015","Q","2006-Q3",83.58909,
"SVK","CPI","TOT","IDX2015","Q","2006-Q4",83.95615,
"SVK","CPI","TOT","IDX2015","Q","2007-Q1",85.05736,
"SVK","CPI","TOT","IDX2015","Q","2007-Q2",85.42442,
"SVK","CPI","TOT","IDX2015","Q","2007-Q3",85.64874,
"SVK","CPI","TOT","IDX2015","Q","2007-Q4",86.68876,
"SVK","CPI","TOT","IDX2015","Q","2008-Q1",88.48331,
"SVK","CPI","TOT","IDX2015","Q","2008-Q2",89.25822,
"SVK","CPI","TOT","IDX2015","Q","2008-Q3",89.99236,
"SVK","CPI","TOT","IDX2015","Q","2008-Q4",90.84884,
"SVK","CPI","TOT","IDX2015","Q","2009-Q1",91.07316,
"SVK","CPI","TOT","IDX2015","Q","2009-Q2",90.9712,
"SVK","CPI","TOT","IDX2015","Q","2009-Q3",91.07316,
"SVK","CPI","TOT","IDX2015","Q","2009-Q4",91.25669,
"SVK","CPI","TOT","IDX2015","Q","2010-Q1",91.56258,
"SVK","CPI","TOT","IDX2015","Q","2010-Q2",91.99082,
"SVK","CPI","TOT","IDX2015","Q","2010-Q3",92.052,
"SVK","CPI","TOT","IDX2015","Q","2010-Q4",92.25593,
"SVK","CPI","TOT","IDX2015","Q","2011-Q1",94.60107,
"SVK","CPI","TOT","IDX2015","Q","2011-Q2",95.55952,
"SVK","CPI","TOT","IDX2015","Q","2011-Q3",95.70227,
"SVK","CPI","TOT","IDX2015","Q","2011-Q4",96.41601,
"SVK","CPI","TOT","IDX2015","Q","2012-Q1",98.21056,
"SVK","CPI","TOT","IDX2015","Q","2012-Q2",98.9039,
"SVK","CPI","TOT","IDX2015","Q","2012-Q3",99.18939,
"SVK","CPI","TOT","IDX2015","Q","2012-Q4",99.76039,
"SVK","CPI","TOT","IDX2015","Q","2013-Q1",100.3518,
"SVK","CPI","TOT","IDX2015","Q","2013-Q2",100.5149,
"SVK","CPI","TOT","IDX2015","Q","2013-Q3",100.4741,
"SVK","CPI","TOT","IDX2015","Q","2013-Q4",100.2702,
"SVK","CPI","TOT","IDX2015","Q","2014-Q1",100.2702,
"SVK","CPI","TOT","IDX2015","Q","2014-Q2",100.4537,
"SVK","CPI","TOT","IDX2015","Q","2014-Q3",100.3518,
"SVK","CPI","TOT","IDX2015","Q","2014-Q4",100.2294,
"SVK","CPI","TOT","IDX2015","Q","2015-Q1",99.86235,
"SVK","CPI","TOT","IDX2015","Q","2015-Q2",100.3518,
"SVK","CPI","TOT","IDX2015","Q","2015-Q3",100.0459,
"SVK","CPI","TOT","IDX2015","Q","2015-Q4",99.74,
"SVK","CPI","TOT","IDX2015","Q","2016-Q1",99.33215,
"SVK","CPI","TOT","IDX2015","Q","2016-Q2",99.65842,
"SVK","CPI","TOT","IDX2015","Q","2016-Q3",99.29136,
"SVK","CPI","TOT","IDX2015","Q","2016-Q4",99.63803,
"SVK","CPI","TOT","IDX2015","Q","2017-Q1",100.2498,
"SVK","CPI","TOT","IDX2015","Q","2017-Q2",100.6169,
"SVK","CPI","TOT","IDX2015","Q","2017-Q3",100.8208,
"SVK","CPI","TOT","IDX2015","Q","2017-Q4",101.453,
"SVK","CPI","TOT","IDX2015","Q","2018-Q1",102.595,
"SVK","CPI","TOT","IDX2015","Q","2018-Q2",103.431,
"SVK","CPI","TOT","IDX2015","Q","2018-Q3",103.5738,
"ESP","CPI","TOT","IDX2015","Q","1973-Q1",5.951024,
"ESP","CPI","TOT","IDX2015","Q","1973-Q2",6.162335,
"ESP","CPI","TOT","IDX2015","Q","1973-Q3",6.4277,
"ESP","CPI","TOT","IDX2015","Q","1973-Q4",6.669304,
"ESP","CPI","TOT","IDX2015","Q","1974-Q1",6.824387,
"ESP","CPI","TOT","IDX2015","Q","1974-Q2",7.151966,
"ESP","CPI","TOT","IDX2015","Q","1974-Q3",7.40681,
"ESP","CPI","TOT","IDX2015","Q","1974-Q4",7.78028,
"ESP","CPI","TOT","IDX2015","Q","1975-Q1",8.101511,
"ESP","CPI","TOT","IDX2015","Q","1975-Q2",8.381749,
"ESP","CPI","TOT","IDX2015","Q","1975-Q3",8.700622,
"ESP","CPI","TOT","IDX2015","Q","1975-Q4",8.923723,
"ESP","CPI","TOT","IDX2015","Q","1976-Q1",9.285947,
"ESP","CPI","TOT","IDX2015","Q","1976-Q2",9.929134,
"ESP","CPI","TOT","IDX2015","Q","1976-Q3",10.21808,
"ESP","CPI","TOT","IDX2015","Q","1976-Q4",10.68587,
"ESP","CPI","TOT","IDX2015","Q","1977-Q1",11.37984,
"ESP","CPI","TOT","IDX2015","Q","1977-Q2",12.00779,
"ESP","CPI","TOT","IDX2015","Q","1977-Q3",13.00141,
"ESP","CPI","TOT","IDX2015","Q","1977-Q4",13.57441,
"ESP","CPI","TOT","IDX2015","Q","1978-Q1",14.05145,
"ESP","CPI","TOT","IDX2015","Q","1978-Q2",14.66253,
"ESP","CPI","TOT","IDX2015","Q","1978-Q3",15.34888,
"ESP","CPI","TOT","IDX2015","Q","1978-Q4",15.78022,
"ESP","CPI","TOT","IDX2015","Q","1979-Q1",16.35938,
"ESP","CPI","TOT","IDX2015","Q","1979-Q2",16.94416,
"ESP","CPI","TOT","IDX2015","Q","1979-Q3",17.67078,
"ESP","CPI","TOT","IDX2015","Q","1979-Q4",18.24032,
"ESP","CPI","TOT","IDX2015","Q","1980-Q1",19.08575,
"ESP","CPI","TOT","IDX2015","Q","1980-Q2",19.58692,
"ESP","CPI","TOT","IDX2015","Q","1980-Q3",20.34329,
"ESP","CPI","TOT","IDX2015","Q","1980-Q4",20.96979,
"ESP","CPI","TOT","IDX2015","Q","1981-Q1",21.88487,
"ESP","CPI","TOT","IDX2015","Q","1981-Q2",22.50774,
"ESP","CPI","TOT","IDX2015","Q","1981-Q3",23.24598,
"ESP","CPI","TOT","IDX2015","Q","1981-Q4",23.98457,
"ESP","CPI","TOT","IDX2015","Q","1982-Q1",25.00867,
"ESP","CPI","TOT","IDX2015","Q","1982-Q2",25.89835,
"ESP","CPI","TOT","IDX2015","Q","1982-Q3",26.65708,
"ESP","CPI","TOT","IDX2015","Q","1982-Q4",27.26653,
"ESP","CPI","TOT","IDX2015","Q","1983-Q1",28.31747,
"ESP","CPI","TOT","IDX2015","Q","1983-Q2",29.00691,
"ESP","CPI","TOT","IDX2015","Q","1983-Q3",29.60493,
"ESP","CPI","TOT","IDX2015","Q","1983-Q4",30.66349,
"ESP","CPI","TOT","IDX2015","Q","1984-Q1",31.72948,
"ESP","CPI","TOT","IDX2015","Q","1984-Q2",32.28216,
"ESP","CPI","TOT","IDX2015","Q","1984-Q3",33.16658,
"ESP","CPI","TOT","IDX2015","Q","1984-Q4",33.67936,
"ESP","CPI","TOT","IDX2015","Q","1985-Q1",34.75895,
"ESP","CPI","TOT","IDX2015","Q","1985-Q2",35.40142,
"ESP","CPI","TOT","IDX2015","Q","1985-Q3",35.76545,
"ESP","CPI","TOT","IDX2015","Q","1985-Q4",36.46614,
"ESP","CPI","TOT","IDX2015","Q","1986-Q1",37.86878,
"ESP","CPI","TOT","IDX2015","Q","1986-Q2",38.29032,
"ESP","CPI","TOT","IDX2015","Q","1986-Q3",39.15334,
"ESP","CPI","TOT","IDX2015","Q","1986-Q4",39.60281,
"ESP","CPI","TOT","IDX2015","Q","1987-Q1",40.18052,
"ESP","CPI","TOT","IDX2015","Q","1987-Q2",40.45423,
"ESP","CPI","TOT","IDX2015","Q","1987-Q3",40.96736,
"ESP","CPI","TOT","IDX2015","Q","1987-Q4",41.44313,
"ESP","CPI","TOT","IDX2015","Q","1988-Q1",41.95082,
"ESP","CPI","TOT","IDX2015","Q","1988-Q2",42.09738,
"ESP","CPI","TOT","IDX2015","Q","1988-Q3",43.17099,
"ESP","CPI","TOT","IDX2015","Q","1988-Q4",43.71297,
"ESP","CPI","TOT","IDX2015","Q","1989-Q1",44.56203,
"ESP","CPI","TOT","IDX2015","Q","1989-Q2",45.00624,
"ESP","CPI","TOT","IDX2015","Q","1989-Q3",46.15694,
"ESP","CPI","TOT","IDX2015","Q","1989-Q4",46.81572,
"ESP","CPI","TOT","IDX2015","Q","1990-Q1",47.67838,
"ESP","CPI","TOT","IDX2015","Q","1990-Q2",48.05077,
"ESP","CPI","TOT","IDX2015","Q","1990-Q3",49.10968,
"ESP","CPI","TOT","IDX2015","Q","1990-Q4",49.97216,
"ESP","CPI","TOT","IDX2015","Q","1991-Q1",50.62732,
"ESP","CPI","TOT","IDX2015","Q","1991-Q2",50.96832,
"ESP","CPI","TOT","IDX2015","Q","1991-Q3",52.01836,
"ESP","CPI","TOT","IDX2015","Q","1991-Q4",52.7575,
"ESP","CPI","TOT","IDX2015","Q","1992-Q1",53.94374,
"ESP","CPI","TOT","IDX2015","Q","1992-Q2",54.2258,
"ESP","CPI","TOT","IDX2015","Q","1992-Q3",54.9243,
"ESP","CPI","TOT","IDX2015","Q","1992-Q4",55.50419,
"ESP","CPI","TOT","IDX2015","Q","1993-Q1",56.2261,
"ESP","CPI","TOT","IDX2015","Q","1993-Q2",56.76191,
"ESP","CPI","TOT","IDX2015","Q","1993-Q3",57.44754,
"ESP","CPI","TOT","IDX2015","Q","1993-Q4",58.1504,
"ESP","CPI","TOT","IDX2015","Q","1994-Q1",59.03574,
"ESP","CPI","TOT","IDX2015","Q","1994-Q2",59.50788,
"ESP","CPI","TOT","IDX2015","Q","1994-Q3",60.14326,
"ESP","CPI","TOT","IDX2015","Q","1994-Q4",60.6847,
"ESP","CPI","TOT","IDX2015","Q","1995-Q1",61.85045,
"ESP","CPI","TOT","IDX2015","Q","1995-Q2",62.5573,
"ESP","CPI","TOT","IDX2015","Q","1995-Q3",62.81523,
"ESP","CPI","TOT","IDX2015","Q","1995-Q4",63.33635,
"ESP","CPI","TOT","IDX2015","Q","1996-Q1",64.10904,
"ESP","CPI","TOT","IDX2015","Q","1996-Q2",64.81445,
"ESP","CPI","TOT","IDX2015","Q","1996-Q3",65.11463,
"ESP","CPI","TOT","IDX2015","Q","1996-Q4",65.43822,
"ESP","CPI","TOT","IDX2015","Q","1997-Q1",65.74023,
"ESP","CPI","TOT","IDX2015","Q","1997-Q2",65.83418,
"ESP","CPI","TOT","IDX2015","Q","1997-Q3",66.28891,
"ESP","CPI","TOT","IDX2015","Q","1997-Q4",66.7275,
"ESP","CPI","TOT","IDX2015","Q","1998-Q1",66.95351,
"ESP","CPI","TOT","IDX2015","Q","1998-Q2",67.16083,
"ESP","CPI","TOT","IDX2015","Q","1998-Q3",67.60431,
"ESP","CPI","TOT","IDX2015","Q","1998-Q4",67.72565,
"ESP","CPI","TOT","IDX2015","Q","1999-Q1",68.20632,
"ESP","CPI","TOT","IDX2015","Q","1999-Q2",68.67647,
"ESP","CPI","TOT","IDX2015","Q","1999-Q3",69.22353,
"ESP","CPI","TOT","IDX2015","Q","1999-Q4",69.56307,
"ESP","CPI","TOT","IDX2015","Q","2000-Q1",70.19756,
"ESP","CPI","TOT","IDX2015","Q","2000-Q2",70.85852,
"ESP","CPI","TOT","IDX2015","Q","2000-Q3",71.73388,
"ESP","CPI","TOT","IDX2015","Q","2000-Q4",72.3446,
"ESP","CPI","TOT","IDX2015","Q","2001-Q1",72.85809,
"ESP","CPI","TOT","IDX2015","Q","2001-Q2",73.79022,
"ESP","CPI","TOT","IDX2015","Q","2001-Q3",74.34689,
"ESP","CPI","TOT","IDX2015","Q","2001-Q4",74.37519,
"ESP","CPI","TOT","IDX2015","Q","2002-Q1",74.68233,
"ESP","CPI","TOT","IDX2015","Q","2002-Q2",76.31801,
"ESP","CPI","TOT","IDX2015","Q","2002-Q3",76.12074,
"ESP","CPI","TOT","IDX2015","Q","2002-Q4",77.30467,
"ESP","CPI","TOT","IDX2015","Q","2003-Q1",77.48531,
"ESP","CPI","TOT","IDX2015","Q","2003-Q2",78.50024,
"ESP","CPI","TOT","IDX2015","Q","2003-Q3",78.33492,
"ESP","CPI","TOT","IDX2015","Q","2003-Q4",79.35751,
"ESP","CPI","TOT","IDX2015","Q","2004-Q1",79.18452,
"ESP","CPI","TOT","IDX2015","Q","2004-Q2",81.01347,
"ESP","CPI","TOT","IDX2015","Q","2004-Q3",80.92699,
"ESP","CPI","TOT","IDX2015","Q","2004-Q4",82.0863,
"ESP","CPI","TOT","IDX2015","Q","2005-Q1",81.76528,
"ESP","CPI","TOT","IDX2015","Q","2005-Q2",83.62218,
"ESP","CPI","TOT","IDX2015","Q","2005-Q3",83.70767,
"ESP","CPI","TOT","IDX2015","Q","2005-Q4",85.00337,
"ESP","CPI","TOT","IDX2015","Q","2006-Q1",85.04928,
"ESP","CPI","TOT","IDX2015","Q","2006-Q2",86.92114,
"ESP","CPI","TOT","IDX2015","Q","2006-Q3",86.66533,
"ESP","CPI","TOT","IDX2015","Q","2006-Q4",87.20757,
"ESP","CPI","TOT","IDX2015","Q","2007-Q1",87.11009,
"ESP","CPI","TOT","IDX2015","Q","2007-Q2",88.99626,
"ESP","CPI","TOT","IDX2015","Q","2007-Q3",88.7155,
"ESP","CPI","TOT","IDX2015","Q","2007-Q4",90.66022,
"ESP","CPI","TOT","IDX2015","Q","2008-Q1",90.92735,
"ESP","CPI","TOT","IDX2015","Q","2008-Q2",93.09128,
"ESP","CPI","TOT","IDX2015","Q","2008-Q3",93.06733,
"ESP","CPI","TOT","IDX2015","Q","2008-Q4",92.88437,
"ESP","CPI","TOT","IDX2015","Q","2009-Q1",91.35214,
"ESP","CPI","TOT","IDX2015","Q","2009-Q2",92.46255,
"ESP","CPI","TOT","IDX2015","Q","2009-Q3",92.07269,
"ESP","CPI","TOT","IDX2015","Q","2009-Q4",93.01743,
"ESP","CPI","TOT","IDX2015","Q","2010-Q1",92.35045,
"ESP","CPI","TOT","IDX2015","Q","2010-Q2",93.93257,
"ESP","CPI","TOT","IDX2015","Q","2010-Q3",93.87103,
"ESP","CPI","TOT","IDX2015","Q","2010-Q4",95.39061,
"ESP","CPI","TOT","IDX2015","Q","2011-Q1",95.56892,
"ESP","CPI","TOT","IDX2015","Q","2011-Q2",97.21291,
"ESP","CPI","TOT","IDX2015","Q","2011-Q3",96.74852,
"ESP","CPI","TOT","IDX2015","Q","2011-Q4",98.01727,
"ESP","CPI","TOT","IDX2015","Q","2012-Q1",97.43912,
"ESP","CPI","TOT","IDX2015","Q","2012-Q2",99.12436,
"ESP","CPI","TOT","IDX2015","Q","2012-Q3",99.41743,
"ESP","CPI","TOT","IDX2015","Q","2012-Q4",101.0461,
"ESP","CPI","TOT","IDX2015","Q","2013-Q1",99.9926,
"ESP","CPI","TOT","IDX2015","Q","2013-Q2",100.8329,
"ESP","CPI","TOT","IDX2015","Q","2013-Q3",100.6183,
"ESP","CPI","TOT","IDX2015","Q","2013-Q4",101.1755,
"ESP","CPI","TOT","IDX2015","Q","2014-Q1",100.0042,
"ESP","CPI","TOT","IDX2015","Q","2014-Q2",101.0544,
"ESP","CPI","TOT","IDX2015","Q","2014-Q3",100.2867,
"ESP","CPI","TOT","IDX2015","Q","2014-Q4",100.6666,
"ESP","CPI","TOT","IDX2015","Q","2015-Q1",98.98564,
"ESP","CPI","TOT","IDX2015","Q","2015-Q2",100.798,
"ESP","CPI","TOT","IDX2015","Q","2015-Q3",99.87417,
"ESP","CPI","TOT","IDX2015","Q","2015-Q4",100.3422,
"ESP","CPI","TOT","IDX2015","Q","2016-Q1",98.3343,
"ESP","CPI","TOT","IDX2015","Q","2016-Q2",99.84457,
"ESP","CPI","TOT","IDX2015","Q","2016-Q3",99.69054,
"ESP","CPI","TOT","IDX2015","Q","2016-Q4",101.3199,
"ESP","CPI","TOT","IDX2015","Q","2017-Q1",101.0318,
"ESP","CPI","TOT","IDX2015","Q","2017-Q2",101.8395,
"ESP","CPI","TOT","IDX2015","Q","2017-Q3",101.3389,
"ESP","CPI","TOT","IDX2015","Q","2017-Q4",102.7876,
"ESP","CPI","TOT","IDX2015","Q","2018-Q1",101.9955,
"ESP","CPI","TOT","IDX2015","Q","2018-Q2",103.6741,
"ESP","CPI","TOT","IDX2015","Q","2018-Q3",103.6006,
"SWE","CPI","TOT","IDX2015","Q","1973-Q1",15.64367,
"SWE","CPI","TOT","IDX2015","Q","1973-Q2",15.92086,
"SWE","CPI","TOT","IDX2015","Q","1973-Q3",16.13695,
"SWE","CPI","TOT","IDX2015","Q","1973-Q4",16.51268,
"SWE","CPI","TOT","IDX2015","Q","1974-Q1",17.17436,
"SWE","CPI","TOT","IDX2015","Q","1974-Q2",17.32376,
"SWE","CPI","TOT","IDX2015","Q","1974-Q3",17.6166,
"SWE","CPI","TOT","IDX2015","Q","1974-Q4",18.46418,
"SWE","CPI","TOT","IDX2015","Q","1975-Q1",18.65438,
"SWE","CPI","TOT","IDX2015","Q","1975-Q2",19.06513,
"SWE","CPI","TOT","IDX2015","Q","1975-Q3",19.64801,
"SWE","CPI","TOT","IDX2015","Q","1975-Q4",20.11391,
"SWE","CPI","TOT","IDX2015","Q","1976-Q1",20.68673,
"SWE","CPI","TOT","IDX2015","Q","1976-Q2",21.20869,
"SWE","CPI","TOT","IDX2015","Q","1976-Q3",21.5142,
"SWE","CPI","TOT","IDX2015","Q","1976-Q4",22.01306,
